#             x	              y
 0.00000000e+00	 1.88130979e-02
 1.92915083e-02	 3.25620012e-01
 3.85830165e-02	 4.53757526e-01
 5.78745248e-02	 6.92870402e-01
 7.71660330e-02	 8.04381486e-01
 9.64575413e-02	 7.70402833e-01
 1.15749050e-01	 6.87541387e-01
 1.35040558e-01	 5.78742549e-01
 1.54332066e-01	 4.96546772e-01
 1.73623574e-01	 3.23906319e-01
 1.92915083e-01	 2.74183463e-01
 2.12206591e-01	 7.01483741e-02
 2.31498099e-01	-1.54775775e-02
 2.50789607e-01	 3.20445331e-02
 2.70081116e-01	-2.49105234e-02
 2.89372624e-01	 1.98461184e-01
 3.08664132e-01	 1.70539779e-01
 3.27955640e-01	 3.66105357e-01
 3.47247149e-01	 5.25359082e-01
 3.66538657e-01	 7.66831667e-01
 3.85830165e-01	 6.18137142e-01
 4.05121673e-01	 6.82336897e-01
 4.24413182e-01	 8.08200016e-01
 4.43704690e-01	 5.86543954e-01
 4.62996198e-01	 4.42341096e-01
 4.82287706e-01	 2.41702814e-01
 5.01579215e-01	-1.20877449e-01
 5.20870723e-01	-2.47217313e-01
 5.40162231e-01	-2.81718761e-01
 5.59453739e-01	-6.29350293e-01
 5.78745248e-01	-5.86460875e-01
 5.98036756e-01	-8.11459176e-01
 6.17328264e-01	-6.72579106e-01
 6.36619772e-01	-7.51953758e-01
 6.55911281e-01	-5.41094878e-01
 6.75202789e-01	-2.61451205e-01
 6.94494297e-01	-1.74708204e-01
 7.13785805e-01	-1.22411014e-01
 7.33077314e-01	-1.48950680e-01
 7.52368822e-01	-9.83481777e-03
 7.71660330e-01	-1.18765023e-01
 7.90951838e-01	-1.10796229e-01
 8.10243347e-01	-1.75160095e-01
 8.29534855e-01	-4.85215865e-01
 8.48826363e-01	-4.32394747e-01
 8.68117871e-01	-6.20405336e-01
 8.87409380e-01	-5.56892080e-01
 9.06700888e-01	-7.13330806e-01
 9.25992396e-01	-8.23376963e-01
 9.45283904e-01	-6.27994469e-01
 9.64575413e-01	-2.20447480e-01
 9.83866921e-01	-4.96437258e-01
 1.00315843e+00	-7.57198806e-02
 1.02244994e+00	-1.57627810e-02
 1.04174145e+00	 3.55749139e-01
 1.06103295e+00	 4.90386390e-01
 1.08032446e+00	 9.30513169e-01
 1.09961597e+00	 7.90278558e-01
 1.11890748e+00	 7.22732343e-01
 1.13819899e+00	 5.93824983e-01
 1.15749050e+00	 4.39743025e-01
 1.17678200e+00	 1.41968090e-01
 1.19607351e+00	 2.35822479e-01
 1.21536502e+00	 1.13883473e-01
 1.23465653e+00	 2.19517666e-01
 1.25394804e+00	-4.38281238e-02
 1.27323954e+00	 1.59701581e-01
 1.29253105e+00	 1.15432106e-01
 1.31182256e+00	 3.24367863e-01
 1.33111407e+00	 5.29547876e-01
 1.35040558e+00	 5.54063767e-01
 1.36969709e+00	 6.47446367e-01
 1.38898859e+00	 7.07393963e-01
 1.40828010e+00	 7.57790584e-01
 1.42757161e+00	 6.82099747e-01
 1.44686312e+00	 3.22086385e-01
 1.46615463e+00	-2.05135031e-02
 1.48544614e+00	 2.43191800e-01
 1.50473764e+00	 5.67872098e-02
 1.52402915e+00	 4.23842047e-01
 1.54332066e+00	-3.48433578e-01
 1.56261217e+00	-8.42244981e-01
 1.58190368e+00	-4.37162897e-01
 1.60119519e+00	-8.29637181e-01
 1.62048669e+00	-5.44999647e-01
 1.63977820e+00	-6.70511254e-01
 1.65906971e+00	-2.10791510e-01
 1.67836122e+00	-2.40546799e-01
 1.69765273e+00	-7.97824970e-02
 1.71694423e+00	-3.47995435e-02
 1.73623574e+00	 1.29052494e-01
 1.75552725e+00	 6.24461468e-02
 1.77481876e+00	-2.21345085e-01
 1.79411027e+00	-1.27588778e-01
 1.81340178e+00	 6.37531984e-02
 1.83269328e+00	-2.99199542e-01
 1.85198479e+00	-6.06398694e-01
 1.87127630e+00	-4.83774844e-01
 1.89056781e+00	-5.83263633e-01
 1.90985932e+00	-6.93974107e-01
